cart_id,customer_id,product_id,cart_date,items_in_cart,cart_value,session_minutes,abandoned,traffic_source
10598,536,199,2024-10-18,1,646.86,51,0,Direct
10599,415,45,2024-06-23,2,594.79,42,1,Direct
10600,402,129,2024-07-04,1,325.9,32,1,Direct
10601,651,192,2024-10-27,4,55.0,51,1,Email
10602,580,96,2024-10-18,3,210.77,25,1,Direct
10603,639,209,2024-07-08,1,901.94,40,0,Email
10604,482,370,2024-07-21,2,510.02,20,1,Social
10605,72,12,2024-03-23,3,1104.37,53,1,Ads
10606,339,208,2024-02-26,3,1028.64,52,0,Social
10607,570,144,2024-09-08,3,699.87,46,0,Social
10608,888,159,2024-06-01,3,1020.47,45,0,Email
10609,643,267,2024-06-24,4,600.87,44,0,Social
10610,232,351,2024-06-24,2,188.63,58,0,Email
10611,769,235,2024-01-13,1,1105.58,50,0,Social
10612,68,39,2024-09-09,3,186.09,3,1,Social
10613,729,248,2024-04-28,3,254.4,41,0,Email
10614,907,221,2024-08-12,4,1171.76,22,0,Ads
10615,614,131,2024-05-14,3,149.88,38,0,Ads
10616,279,266,2024-01-09,5,954.08,17,1,Social
10617,990,135,2024-03-31,1,263.04,30,0,Ads
10618,894,156,2024-04-27,1,1082.42,12,1,Ads
10619,278,86,2024-05-12,2,181.14,29,0,Direct
10620,954,251,2024-02-29,4,514.28,27,0,Email
10621,402,147,2024-04-29,5,951.83,1,0,Ads
10622,18,225,2024-04-02,1,1189.42,55,0,Email
10623,774,37,2024-03-12,5,660.57,2,0,Ads
10624,278,341,2024-12-28,3,494.03,26,1,Social
10625,909,328,2024-06-29,1,628.29,9,1,Ads
10626,526,73,2024-07-21,1,84.84,42,0,Direct
10627,738,313,2024-11-05,2,855.37,58,1,Direct
10628,142,5,2024-11-15,4,55.0,16,0,Ads
10629,4,352,2024-07-24,2,556.73,42,1,Social
10630,58,169,2024-03-20,4,577.07,55,1,Social
10631,290,306,2024-07-25,4,1143.44,32,1,Ads
10632,955,294,2024-05-25,4,203.13,2,1,Ads
10633,73,388,2024-08-23,5,313.98,58,1,Direct
10634,598,234,2024-01-10,4,1081.21,45,1,Social
10635,812,385,2024-08-16,1,446.57,34,1,Direct
10636,611,200,2024-08-30,5,329.26,30,1,Email
10637,92,18,2024-10-22,3,988.62,9,0,Ads
10638,756,43,2024-10-29,4,61.35,13,0,Social
10639,783,218,2024-04-20,4,51.36,58,0,Email
10640,52,162,2024-02-17,5,52.94,17,0,Email
10641,49,237,2024-08-01,5,1149.02,6,1,Social
10642,408,24,2024-03-23,4,801.42,57,0,Email
10643,581,11,2024-01-28,2,74.36,40,1,Direct
10644,186,93,2024-01-05,4,989.99,25,1,Social
10645,122,9,2024-08-04,3,327.57,27,1,Social
10646,452,381,2024-11-03,2,195.54,17,0,Ads
10647,206,106,2024-11-21,2,261.02,29,1,Direct
10648,747,151,2024-11-21,2,346.13,4,0,Email
10649,429,148,2024-09-07,2,421.74,22,0,Social
10650,149,400,2024-07-16,1,1008.97,44,1,Email
10651,511,291,2024-01-10,1,209.51,3,1,Direct
10652,981,67,2024-11-25,3,263.15,27,0,Direct
10653,152,171,2024-12-13,3,629.42,27,1,Social
10654,909,145,2024-03-20,3,1088.15,60,0,Direct
10655,239,187,2024-04-28,2,645.28,3,1,Ads
10656,780,150,2024-08-18,3,102.35,14,1,Ads
10657,505,82,2024-07-23,3,846.82,32,1,Email
10658,931,155,2024-03-30,2,1152.54,39,1,Ads
10659,921,252,2024-01-09,3,537.06,40,1,Ads
10660,825,361,2024-05-16,3,339.7,47,1,Social
10661,452,211,2024-11-13,1,842.78,30,1,Social
10662,567,19,2024-04-09,2,543.49,57,1,Ads
10663,137,20,2024-09-24,1,378.52,27,1,Social
10664,999,303,2024-09-04,5,726.42,12,0,Social
10665,121,51,2024-07-24,3,963.84,41,1,Direct
10666,857,68,2024-04-04,3,672.09,48,1,Social
10667,602,161,2024-11-14,5,779.84,51,0,Direct
10668,322,165,2024-08-19,2,533.26,42,0,Ads
10669,537,36,2024-03-18,1,581.71,22,0,Social
10670,103,70,2024-11-27,3,430.68,29,1,Social
10671,763,360,2024-06-16,1,1099.63,50,1,Direct
10672,921,52,2024-12-10,2,1159.0,9,0,Ads
10673,994,105,2024-12-31,5,48.92,28,1,Ads
10674,669,223,2024-04-27,1,451.08,7,1,Direct
10675,388,319,2024-04-26,4,250.95,57,1,Email
10676,818,91,2024-01-05,5,1177.38,22,1,Email
10677,838,341,2024-03-31,4,949.52,5,0,Email
10678,693,249,2024-02-15,3,714.86,45,1,Email
10679,340,339,2024-12-27,1,971.15,7,1,Email
10680,904,19,2024-10-15,4,339.57,3,0,Direct
10681,781,3,2024-09-28,5,1061.0,48,0,Social
10682,397,378,2024-03-02,1,523.86,29,0,Direct
10683,151,204,2024-08-23,3,1173.67,34,1,Ads
10684,186,143,2024-11-05,3,651.56,8,0,Email
10685,623,396,2024-11-13,1,959.72,48,0,Ads
10686,823,293,2024-09-01,3,446.94,43,0,Email
10687,409,194,2024-10-26,5,973.42,27,0,Email
10688,1,9,2024-02-23,2,491.89,8,0,Email
10689,36,171,2024-06-28,1,44.3,43,1,Social
10690,17,358,2024-01-19,2,520.54,33,0,Direct
10691,650,360,2024-12-30,1,821.24,31,1,Direct
10692,337,284,2024-04-21,4,1035.42,5,0,Direct
10693,483,143,2024-10-11,5,528.68,32,1,Direct
10694,313,86,2024-03-11,5,290.33,9,0,Social
10695,923,134,2024-09-02,4,937.81,35,0,Direct
10696,977,171,2024-08-23,4,522.11,56,0,Ads
10697,962,236,2024-09-08,2,270.78,39,1,Social
10698,636,296,2024-09-30,4,139.28,54,1,Ads
10699,49,60,2024-10-16,1,147.43,38,1,Social
10700,758,2,2024-02-14,2,423.84,24,1,Email
10701,862,352,2024-02-08,5,935.09,2,1,Social
10702,380,8,2024-10-18,5,718.94,17,0,Email
10703,113,321,2024-07-24,1,381.2,6,0,Direct
10704,627,41,2024-05-06,3,106.7,47,0,Direct
10705,440,47,2024-04-02,3,88.0,10,0,Social
10706,1,100,2024-03-27,4,88.27,14,0,Direct
10707,325,202,2024-11-19,4,201.09,56,1,Ads
10708,595,315,2024-05-19,1,980.21,39,0,Direct
10709,506,269,2024-10-29,5,332.07,17,0,Direct
10710,534,27,2024-06-08,5,857.46,59,0,Ads
10711,193,68,2024-12-17,5,695.12,1,1,Direct
10712,983,38,2024-11-15,4,803.73,19,0,Ads
10713,141,40,2024-07-02,1,874.81,32,1,Social
10714,258,129,2024-10-09,4,426.71,9,0,Direct
10715,846,218,2024-01-04,5,1130.93,10,1,Ads
10716,817,135,2024-02-29,1,886.46,3,1,Direct
10717,666,247,2024-05-15,1,781.56,51,0,Social
10718,229,226,2024-02-11,4,811.12,33,1,Direct
10719,854,284,2024-03-30,1,270.77,49,0,Email
10720,279,365,2024-01-01,5,656.33,52,0,Email
10721,264,61,2024-01-19,3,498.16,56,1,Social
10722,426,216,2024-05-29,2,1137.28,34,0,Ads
10723,272,127,2024-08-09,1,495.34,28,0,Social
10724,283,195,2024-06-07,2,292.48,51,1,Ads
10725,448,106,2024-10-06,5,978.19,32,1,Social
10726,334,305,2024-03-26,3,64.39,41,1,Ads
10727,108,122,2024-08-17,5,963.71,32,1,Ads
10728,663,230,2024-06-24,5,941.71,20,0,Direct
10729,374,277,2024-12-11,5,70.69,14,0,Direct
10730,303,171,2024-01-10,1,390.84,34,1,Direct
10731,749,56,2024-04-14,4,767.06,14,1,Email
10732,245,148,2024-11-22,2,126.31,3,0,Ads
10733,477,366,2024-03-30,1,544.08,52,0,Ads
10734,709,291,2024-12-15,1,393.38,6,1,Direct
10735,621,292,2024-05-26,5,731.57,17,1,Social
10736,219,113,2024-12-16,2,278.45,59,0,Direct
10737,529,242,2024-11-06,2,960.11,22,1,Email
10738,581,269,2024-02-02,3,362.81,21,1,Social
10739,127,12,2024-06-30,2,617.3,53,1,Direct
10740,380,338,2024-04-03,5,147.69,16,0,Email
10741,896,279,2024-10-11,3,913.5,50,1,Ads
10742,770,205,2024-02-02,1,1140.12,5,0,Social
10743,150,347,2024-07-25,4,363.11,9,1,Direct
10744,34,347,2024-04-14,3,636.07,26,0,Social
10745,977,19,2024-11-07,4,953.98,38,1,Direct
10746,634,127,2024-02-27,5,300.83,5,0,Direct
10747,118,233,2024-09-12,5,729.54,38,1,Social
10748,980,311,2024-04-28,1,1001.02,37,1,Email
10749,351,81,2024-03-07,1,81.72,29,0,Direct
10750,601,184,2024-06-03,5,715.46,19,1,Direct
10751,70,186,2024-06-29,1,153.55,34,1,Ads
10752,134,39,2024-06-01,3,678.78,24,0,Ads
10753,561,284,2024-11-18,3,40.99,53,0,Ads
10754,339,322,2024-09-05,1,594.98,4,1,Ads
10755,358,167,2024-09-10,5,878.66,14,0,Social
10756,28,280,2024-01-14,4,664.31,37,1,Ads
10757,619,104,2024-08-04,5,1107.84,21,1,Email
10758,59,373,2024-01-17,2,1168.49,59,1,Ads
10759,404,186,2024-03-21,3,777.72,49,1,Direct
10760,503,327,2024-05-20,1,943.32,10,1,Ads
10761,161,15,2024-02-28,2,332.19,53,1,Social
10762,332,228,2024-04-18,3,769.89,53,1,Direct
10763,343,294,2024-04-25,2,858.27,31,0,Email
10764,769,103,2024-10-25,5,1153.27,35,1,Email
10765,941,255,2024-07-23,5,464.13,23,1,Email
10766,586,313,2024-04-25,2,155.56,40,0,Ads
10767,906,61,2024-02-14,1,97.24,23,1,Email
10768,589,338,2024-07-26,2,509.87,19,0,Ads
10769,43,16,2024-04-11,4,969.34,8,0,Direct
10770,576,102,2024-11-25,1,552.82,20,1,Email
10771,120,324,2024-10-28,5,286.24,22,0,Ads
10772,945,377,2024-06-06,1,723.9,54,1,Ads
10773,717,208,2024-03-15,3,279.64,11,0,Direct
10774,156,63,2024-02-04,4,459.4,53,0,Email
10775,531,167,2024-09-03,5,242.63,20,0,Ads
10776,545,73,2024-05-27,1,783.08,10,0,Email
10777,90,111,2024-02-11,3,789.78,10,1,Email
10778,630,155,2024-06-21,3,959.34,14,0,Social
10779,539,43,2024-09-09,1,611.57,8,1,Social
10780,145,122,2024-12-31,4,747.4,33,1,Ads
10781,698,331,2024-10-16,2,1125.95,16,1,Ads
10782,374,248,2024-04-11,2,698.36,4,0,Social
10783,864,237,2024-06-28,4,887.26,44,0,Direct
10784,661,325,2024-02-25,5,1155.32,40,0,Ads
10785,347,333,2024-05-07,1,620.47,10,0,Email
10786,549,31,2024-09-01,3,693.87,50,0,Email
10787,52,86,2024-01-02,2,266.08,31,1,Ads
10788,64,185,2024-12-04,3,260.71,1,0,Direct
10789,524,156,2024-06-19,1,682.17,43,0,Social
10790,867,351,2024-09-08,4,113.26,4,0,Direct
10791,497,242,2024-09-14,1,423.92,12,0,Direct
10792,100,392,2024-10-10,3,515.89,9,0,Email
10793,835,93,2024-07-30,4,968.53,3,1,Ads
10794,419,283,2024-12-31,2,93.48,11,1,Direct
10795,853,56,2024-03-08,5,649.05,18,0,Direct
10796,196,21,2024-06-04,4,90.79,16,1,Direct
10797,17,395,2024-04-08,4,133.4,28,0,Social
10798,191,176,2024-05-13,1,281.62,19,1,Social
10799,626,42,2024-01-05,3,1117.77,20,1,Email
10800,742,73,2024-01-27,3,78.1,47,0,Direct
10801,692,254,2024-05-08,3,852.16,4,1,Email
10802,458,364,2024-01-15,1,294.45,30,0,Social
10803,435,346,2024-08-22,2,196.14,11,0,Social
10804,345,336,2024-02-02,5,298.35,30,0,Direct
10805,640,212,2024-08-29,5,188.78,51,1,Email
10806,209,139,2024-02-20,4,90.82,6,1,Direct
10807,793,10,2024-01-18,3,428.43,32,1,Social
10808,567,80,2024-09-11,4,704.98,26,1,Email
10809,397,326,2024-08-15,2,704.79,18,0,Direct
10810,157,137,2024-04-24,5,1090.85,41,0,Email
10811,5,233,2024-10-21,2,769.68,21,1,Social
10812,375,76,2024-11-21,1,737.99,48,1,Email
10813,871,51,2024-04-12,4,561.67,21,1,Email
10814,425,41,2024-05-01,3,39.36,10,1,Ads
10815,946,204,2024-09-01,1,949.95,53,1,Ads
10816,140,255,2024-12-14,1,423.97,35,1,Social
10817,601,104,2024-11-04,3,167.59,42,1,Social
10818,251,5,2024-04-03,1,756.16,11,1,Social
10819,215,238,2024-10-02,5,770.93,33,0,Direct
10820,270,17,2024-03-20,5,23.51,58,0,Direct
10821,570,280,2024-05-22,1,705.89,27,0,Ads
10822,876,248,2024-06-06,3,1128.63,24,0,Email
10823,623,267,2024-10-22,2,1046.04,56,0,Direct
10824,346,360,2024-10-11,2,585.23,51,0,Direct
10825,50,329,2024-03-31,3,714.09,18,0,Social
10826,461,93,2024-01-03,5,23.47,30,0,Ads
10827,124,323,2024-01-05,2,453.82,23,0,Email
10828,146,262,2024-01-27,3,842.69,18,0,Social
10829,744,296,2024-06-01,1,757.71,10,1,Direct
10830,975,185,2024-09-25,2,620.01,24,0,Ads
10831,878,247,2024-01-14,3,818.2,34,1,Email
10832,178,187,2024-08-07,2,968.46,30,0,Direct
10833,303,319,2024-03-25,1,871.29,54,0,Direct
10834,468,160,2024-06-19,4,116.88,4,1,Social
10835,909,8,2024-04-15,4,196.05,54,0,Social
10836,480,100,2024-11-27,3,422.68,1,0,Email
10837,521,70,2024-07-08,5,371.74,14,0,Email
10838,17,390,2024-01-10,5,1163.06,41,1,Ads
10839,826,214,2024-08-30,5,31.12,53,0,Email
10840,661,153,2024-06-22,3,1040.74,58,0,Direct
10841,230,400,2024-11-21,4,697.05,13,0,Direct
10842,565,67,2024-08-04,2,752.52,54,1,Social
10843,169,227,2024-04-09,1,482.72,32,1,Direct
10844,163,31,2024-11-22,1,349.48,12,1,Email
10845,380,27,2024-05-05,1,1115.96,32,1,Social
10846,133,50,2024-12-25,5,582.58,22,0,Social
10847,27,355,2024-06-10,2,939.94,21,0,Ads
10848,804,360,2024-12-10,3,51.17,17,0,Direct
10849,805,164,2024-08-06,4,743.5,4,1,Email
10850,904,19,2024-05-06,5,154.34,21,0,Email
10851,803,316,2024-09-18,4,897.14,60,0,Direct
10852,378,231,2024-08-06,1,758.3,19,0,Social
10853,25,272,2024-01-20,4,318.4,60,0,Direct
10854,429,366,2024-10-30,5,1142.74,38,1,Email
10855,342,39,2024-12-16,1,1091.62,58,1,Direct
10856,308,307,2024-08-30,5,16.62,18,0,Direct
10857,363,84,2024-05-21,2,733.77,18,1,Email
10858,970,398,2024-01-04,2,178.96,17,0,Direct
10859,315,30,2024-05-11,4,1113.42,9,0,Ads
10860,661,148,2024-05-26,5,792.76,49,0,Social
10861,99,14,2024-01-05,1,558.06,44,0,Social
10862,664,170,2024-07-08,2,972.49,49,0,Direct
10863,629,170,2024-10-06,2,158.83,59,0,Ads
10864,545,69,2024-03-17,4,1050.32,48,1,Email
10865,815,47,2024-11-02,2,699.18,22,1,Social
10866,127,109,2024-10-23,1,1094.75,24,1,Ads
10867,438,330,2024-04-20,1,425.9,41,0,Ads
10868,785,307,2024-08-10,1,383.36,8,1,Ads
10869,280,208,2024-07-12,1,85.15,12,1,Email
10870,697,371,2024-10-19,4,214.17,4,0,Direct
10871,911,63,2024-07-24,3,1149.06,15,0,Email
10872,663,289,2024-09-10,3,79.11,4,0,Ads
10873,541,375,2024-01-11,5,693.9,1,1,Direct
10874,338,390,2024-07-03,2,851.04,24,0,Direct
10875,879,93,2024-08-31,5,922.77,37,1,Ads
10876,172,280,2024-04-24,4,666.56,34,0,Ads
10877,673,154,2024-09-25,5,1054.82,16,1,Ads
10878,861,32,2024-03-03,4,279.67,49,1,Email
10879,685,300,2024-02-01,3,795.94,47,0,Email
10880,808,355,2024-06-25,2,458.65,3,1,Email
10881,149,187,2024-04-20,2,880.85,18,1,Social
10882,495,278,2024-10-25,3,313.24,40,1,Direct
10883,254,218,2024-03-07,2,315.95,55,1,Email
10884,849,27,2024-07-21,2,349.84,41,1,Ads
10885,608,163,2024-01-29,5,833.02,27,1,Email
10886,249,107,2024-02-24,2,984.04,45,1,Social
10887,830,67,2024-08-14,1,1034.87,59,0,Social
10888,353,275,2024-03-30,2,803.09,21,1,Email
10889,22,312,2024-07-08,2,1001.17,12,0,Social
10890,181,262,2024-05-30,5,708.03,24,0,Direct
10891,377,86,2024-09-03,3,124.08,28,0,Direct
10892,865,2,2024-07-14,1,1118.34,2,1,Direct
10893,360,238,2024-08-31,2,620.07,14,1,Email
10894,666,286,2024-10-22,4,247.48,54,0,Direct
10895,135,81,2024-07-09,1,461.32,46,1,Social
10896,441,220,2024-05-26,5,985.03,26,1,Email
10897,851,102,2024-03-04,1,1111.2,28,1,Direct
10898,776,287,2024-12-14,5,969.82,38,1,Ads
10899,343,264,2024-03-05,1,319.86,17,1,Social
10900,880,118,2024-08-24,5,905.25,1,0,Email
10901,842,342,2024-09-13,4,374.26,11,1,Direct
10902,822,104,2024-08-03,1,641.15,59,0,Email
10903,320,10,2024-12-15,3,744.85,26,1,Social
10904,550,54,2024-09-04,1,434.56,1,0,Social
10905,672,175,2024-09-11,3,651.53,34,1,Direct
10906,148,397,2024-04-18,1,737.99,60,0,Social
10907,31,48,2024-04-21,5,1038.7,48,1,Direct
10908,225,211,2024-01-26,3,449.44,49,0,Ads
10909,899,49,2024-12-24,1,639.23,48,0,Ads
10910,262,184,2024-09-07,2,197.5,48,0,Email
10911,44,148,2024-11-01,2,513.88,46,1,Ads
10912,518,361,2024-04-23,3,20.34,41,0,Social
10913,88,62,2024-06-27,4,744.31,29,1,Social
10914,292,125,2024-12-31,4,397.85,25,0,Direct
10915,623,212,2024-06-14,1,623.41,20,0,Social
10916,308,139,2024-06-25,4,1050.47,53,1,Email
10917,147,141,2024-06-24,2,711.44,41,1,Email
10918,6,220,2024-05-02,1,867.34,18,0,Email
10919,672,221,2024-09-04,2,621.53,8,1,Direct
10920,735,228,2024-10-24,3,1117.96,56,1,Ads
10921,374,331,2024-03-21,5,955.79,6,1,Direct
10922,411,330,2024-04-10,3,475.07,40,1,Social
10923,215,388,2024-03-24,3,1076.61,30,1,Direct
10924,210,25,2024-12-14,2,556.6,16,0,Ads
10925,118,215,2024-06-29,2,597.11,9,0,Email
10926,296,173,2024-11-20,3,495.9,32,1,Social
10927,190,363,2024-04-20,2,942.51,10,1,Social
10928,178,230,2024-03-11,4,325.0,42,1,Ads
10929,316,12,2024-10-15,3,641.89,42,0,Social
10930,245,333,2024-07-03,2,167.61,50,0,Ads
10931,142,273,2024-02-10,2,1152.67,56,1,Ads
10932,374,96,2024-11-21,4,546.89,36,1,Social
10933,251,56,2024-10-07,3,833.62,7,1,Direct
10934,459,59,2024-09-13,2,439.93,18,1,Email
10935,227,116,2024-02-06,5,514.08,16,1,Email
10936,671,317,2024-04-25,3,445.85,27,0,Direct
10937,591,62,2024-12-28,2,690.45,31,0,Ads
10938,527,201,2024-06-13,2,867.22,31,1,Ads
10939,148,137,2024-05-12,3,430.29,22,0,Email
10940,17,248,2024-09-27,4,194.32,16,1,Email
10941,895,174,2024-07-31,2,942.82,53,1,Email
10942,593,146,2024-01-30,5,158.88,57,0,Social
10943,369,398,2024-08-16,3,806.33,4,0,Ads
10944,206,260,2024-07-21,5,1114.66,46,1,Email
10945,70,350,2024-01-31,2,619.34,27,1,Email
10946,645,396,2024-11-03,4,330.54,52,0,Ads
10947,51,379,2024-01-25,3,1020.95,54,1,Email
10948,816,342,2024-07-15,4,1151.84,2,0,Ads
10949,422,152,2024-01-03,3,508.77,1,1,Direct
10950,507,292,2024-03-13,5,198.19,39,1,Ads
10951,839,314,2024-09-20,3,714.16,60,0,Ads
10952,686,14,2024-04-09,4,248.81,31,0,Direct
10953,917,56,2024-09-12,5,312.95,9,0,Social
10954,445,386,2024-03-07,4,417.04,46,0,Direct
10955,763,237,2024-10-10,3,499.95,35,1,Social
10956,360,92,2024-09-21,4,196.98,54,0,Email
10957,562,357,2024-03-02,5,646.84,58,0,Ads
10958,388,19,2024-10-14,5,858.77,4,1,Ads
10959,794,308,2024-10-23,5,252.56,38,1,Direct
10960,854,115,2024-07-03,4,930.53,51,0,Direct
10961,378,34,2024-05-15,4,1085.9,32,0,Direct
10962,555,302,2024-11-08,5,1191.27,29,1,Direct
10963,361,394,2024-02-09,1,817.82,4,1,Email
10964,108,33,2024-11-13,4,971.01,60,1,Direct
10965,747,144,2024-09-11,2,759.71,49,0,Social
10966,127,32,2024-07-15,3,602.11,36,1,Social
10967,776,43,2024-03-20,5,147.4,48,1,Ads
10968,390,143,2024-10-18,3,983.2,50,0,Direct
10969,580,325,2024-04-13,1,737.59,58,1,Email
10970,86,146,2024-10-22,3,727.59,22,1,Direct
10971,208,345,2024-12-04,5,964.4,33,1,Direct
10972,156,366,2024-03-13,3,42.09,59,0,Ads
10973,555,79,2024-01-21,2,1074.49,11,1,Email
10974,88,230,2024-05-09,4,299.18,48,0,Email
10975,671,118,2024-01-13,3,22.57,9,1,Email
10976,821,70,2024-01-14,4,478.36,42,0,Direct
10977,760,245,2024-10-29,1,410.38,30,1,Social
10978,182,207,2024-10-21,5,729.01,30,1,Direct
10979,90,292,2024-08-03,5,44.68,57,1,Email
10980,471,233,2024-12-03,5,566.02,35,0,Email
10981,679,357,2024-01-18,4,816.24,60,1,Direct
10982,313,188,2024-11-09,2,963.17,5,1,Email
10983,855,98,2024-11-25,5,855.49,60,0,Email
10984,450,71,2024-07-14,2,385.76,58,0,Social
10985,692,81,2024-03-23,1,1180.49,13,1,Social
10986,357,350,2024-12-20,3,348.5,48,0,Direct
10987,704,156,2024-09-04,3,528.86,51,1,Ads
10988,282,105,2024-10-10,2,464.29,9,0,Email
10989,550,314,2024-03-26,5,670.94,19,0,Email
10990,646,46,2024-07-13,2,997.58,40,1,Ads
10991,32,49,2024-07-19,5,398.13,34,1,Direct
10992,276,11,2024-03-11,5,354.83,8,1,Ads
10993,925,159,2024-04-15,1,474.41,4,1,Social
10994,774,388,2024-01-28,2,140.3,5,0,Direct
10995,731,302,2024-01-28,1,352.66,40,1,Social
10996,18,22,2024-01-02,1,420.01,45,1,Ads
10997,582,284,2024-11-17,3,820.09,38,1,Direct
10998,744,24,2024-07-21,3,453.81,2,1,Direct
10999,354,118,2024-05-01,1,460.46,3,1,Direct
11000,274,57,2024-10-30,4,846.08,37,0,Ads
11001,231,177,2024-10-09,1,325.19,50,1,Email
11002,178,376,2024-12-08,2,778.44,14,1,Ads
11003,944,316,2024-08-28,2,49.28,6,0,Ads
11004,555,366,2024-09-20,2,1020.12,52,0,Email
11005,957,349,2024-12-22,5,192.84,41,1,Email
11006,771,61,2024-09-22,5,788.56,8,1,Ads
11007,668,77,2024-05-05,3,20.19,10,0,Direct
11008,796,33,2024-10-09,1,185.01,41,0,Ads
11009,317,61,2024-11-05,1,138.12,42,1,Ads
11010,226,330,2024-04-06,1,1037.95,10,1,Social
11011,224,348,2024-08-16,3,1046.78,15,0,Direct
11012,39,57,2024-02-19,1,521.31,50,1,Direct
11013,267,217,2024-07-05,5,1122.21,40,0,Ads
11014,840,250,2024-04-10,4,752.67,50,0,Social
11015,737,387,2024-01-31,5,987.24,24,1,Social
11016,913,162,2024-11-07,4,26.14,28,1,Email
11017,367,323,2024-12-20,1,875.32,7,1,Email
11018,910,311,2024-12-23,4,1114.25,8,0,Ads
11019,342,132,2024-12-16,3,969.84,28,0,Email
11020,902,104,2024-04-08,5,961.09,30,0,Direct
11021,799,31,2024-02-04,4,1163.78,33,0,Social
11022,615,163,2024-07-30,5,1174.64,3,0,Ads
11023,789,159,2024-05-04,3,483.99,53,1,Ads
11024,166,93,2024-10-31,1,261.22,50,0,Social
11025,488,72,2024-10-07,5,1184.94,47,0,Ads
11026,65,255,2024-12-24,1,254.98,48,0,Direct
11027,955,121,2024-12-11,5,1116.62,15,0,Social
11028,642,194,2024-05-08,4,476.65,3,0,Ads
11029,14,162,2024-11-10,4,863.91,39,1,Email
11030,867,34,2024-05-30,3,108.22,54,0,Direct
11031,221,371,2024-08-18,1,167.96,15,0,Direct
11032,714,318,2024-06-05,2,613.62,51,1,Social
11033,249,342,2024-07-01,2,1144.84,9,0,Ads
11034,197,162,2024-05-31,5,134.95,27,1,Email
11035,608,64,2024-12-24,4,812.14,25,1,Email
11036,382,84,2024-04-10,4,724.0,59,0,Email
11037,645,233,2024-05-18,2,580.72,45,1,Ads
11038,504,146,2024-11-03,3,926.77,37,1,Social
11039,578,269,2024-09-22,5,788.53,42,0,Social
11040,607,256,2024-12-28,1,799.57,58,1,Ads
11041,195,71,2024-12-10,4,658.84,30,1,Direct
11042,280,145,2024-04-20,2,298.88,52,0,Email
11043,844,386,2024-09-12,2,467.92,27,0,Email
11044,983,43,2024-09-09,2,1071.37,45,1,Ads
11045,300,288,2024-07-01,1,862.75,7,0,Social
11046,515,59,2024-03-24,1,646.6,28,0,Ads
11047,930,332,2024-04-08,5,179.23,33,1,Direct
11048,179,237,2024-01-01,5,1019.73,14,0,Ads
11049,788,345,2024-12-16,1,416.05,47,1,Social
11050,724,20,2024-09-06,1,499.72,17,1,Direct
11051,687,376,2024-04-27,5,301.92,29,1,Direct
11052,605,340,2024-07-24,1,390.98,12,0,Direct
11053,511,81,2024-04-19,3,673.48,53,1,Direct
11054,906,68,2024-02-04,2,835.59,57,1,Ads
11055,289,283,2024-02-29,4,20.16,24,0,Direct
11056,347,211,2024-01-24,4,671.66,16,0,Email
11057,360,372,2024-03-01,4,369.71,16,1,Email
11058,88,189,2024-06-01,1,471.04,54,1,Ads
11059,742,49,2024-07-11,2,568.52,12,0,Direct
11060,188,262,2024-08-30,4,999.72,8,0,Ads
11061,349,224,2024-02-16,3,544.88,29,0,Social
11062,414,263,2024-09-06,3,545.01,21,0,Direct
11063,132,391,2024-01-23,3,393.04,6,0,Ads
11064,860,345,2024-05-10,3,720.53,34,1,Ads
11065,598,354,2024-05-22,1,878.12,39,0,Email
11066,390,304,2024-12-25,5,145.23,18,1,Email
11067,963,180,2024-06-22,2,255.5,49,1,Email
11068,621,159,2024-07-10,5,173.16,28,1,Direct
11069,572,18,2024-09-19,4,1075.21,58,0,Social
11070,489,371,2024-02-14,1,852.02,46,0,Email
11071,271,99,2024-01-06,3,736.06,50,0,Social
11072,495,95,2024-05-06,1,1133.92,35,1,Ads
11073,449,98,2024-02-15,3,410.3,31,0,Email
11074,275,281,2024-12-24,3,624.68,17,1,Ads
11075,669,55,2024-06-05,3,909.51,29,1,Email
11076,5,400,2024-05-13,2,231.17,5,1,Ads
11077,715,24,2024-08-05,5,954.83,45,1,Direct
11078,493,67,2024-08-14,4,612.65,49,1,Social
11079,281,334,2024-07-17,2,784.55,31,0,Direct
11080,576,124,2024-04-29,2,1098.48,48,0,Social
11081,681,2,2024-12-14,2,887.55,56,1,Ads
11082,549,271,2024-11-24,5,244.28,7,0,Social
11083,305,273,2024-06-26,5,360.1,51,0,Direct
11084,284,296,2024-02-16,2,877.91,15,1,Email
11085,994,312,2024-03-07,1,841.49,40,1,Email
11086,130,313,2024-01-25,5,1063.95,30,1,Email
11087,450,378,2024-08-02,2,253.54,21,1,Ads
11088,330,85,2024-12-19,4,17.43,32,1,Email
11089,992,322,2024-05-29,4,367.26,20,1,Social
11090,752,242,2024-09-09,5,1042.53,59,0,Email
11091,539,217,2024-11-01,2,1188.88,25,1,Social
11092,315,311,2024-06-02,4,485.28,33,0,Direct
11093,79,377,2024-01-06,2,934.92,13,1,Social
11094,61,211,2024-06-20,2,500.83,33,1,Direct
11095,137,388,2024-11-27,5,543.13,48,0,Ads
11096,923,72,2024-09-01,4,310.59,28,1,Direct
11097,253,340,2024-03-17,3,157.8,40,0,Direct
11098,583,242,2024-06-09,2,924.95,35,0,Ads
11099,220,115,2024-06-30,4,1108.44,48,0,Direct
11100,482,119,2024-09-15,5,120.75,37,0,Email
11101,464,11,2024-10-06,4,700.65,59,1,Social
